"keyword","impression","click","cost","ranking","conversion"
"昆明的飞机",34,1,1.09,7.87,0
"广州的飞机",109,1,0.53,6.98,0
"特价机票查询",3533,66,40.98,9.99,1
"三亚飞机票预定",33,1,0.48,7.17,0
"昆明便宜飞机票",25,1,1.03,6.79,0
"哈尔滨飞机",644,4,2.46,6.32,0
"广州的航班",8,1,1.04,7.33,0
"武汉特价飞机票",107,5,3.51,7.29,0
"南京飞机票",5,1,0.75,6.25,0
"元旦打折机票",6,2,1.91,2.6,0
"天津机票价格",1309,29,17.42,4.64,0
"艺龙机票预订",15,1,0.42,6.91,0
"去哪儿网机票查询",1944,2,0.9,6.31,0
"长沙机票",208,9,11.15,5,0
"广州打折机票预订",8,1,0.85,8.2,0
"机票去哪儿网",60,1,0.47,6.14,0
"北京飞机",1368,2,1.41,6.6,0
"打折机票",2832,101,55.26,9.29,1
"广州-飞机票",3668,44,41.33,8.95,1
"深圳打折机票网",4,1,0.84,2,0
"低价机票查询",37,1,1,9.25,0
"飞机票",17605,291,302.07,9.04,11
"特价成都机票",68,1,0.75,10.25,0
"国内打折机票",10,2,2.86,3,0
"廉价机票订购",378,46,38.68,4.42,1
"购机票",134,3,3.11,9.31,0
"网上机票",897,14,6.91,8.04,0
"三亚特惠机票",32,2,0.73,7.9,0
"特价机票价格查询",183,18,21.46,5.41,0
"深圳机票价格",8,1,0.66,9.13,0
"郑州低价机票",51,2,1.29,8.26,0
"机票查询网-同程特价",9,1,0.49,9.75,0
"呼和浩特打折机票",97,1,1.07,7.01,0
"5月份特价机票",59,5,5.57,3.88,0
"郑州折扣机票",8,1,1.04,6.33,0
"特价北京机票",372,7,4.79,10.06,0
"杭州特价机票",217,3,2.04,8.5,0
"上海-特价机票",51,2,1.68,5.25,0
"郑州机票查询",33,1,0.72,9.68,0
"特价飞机票",4899,121,62.05,9.89,9
"南昌飞机",224,1,0.69,6.63,0
"飞机票特价网",19,2,0.88,9.35,0
"网上深圳飞机票",16,2,1.44,6.62,0
"机票最便宜",9,1,0.89,2.83,0
"上海定特价机票",5,1,1.05,5,0
"郑州飞机时刻表",25,1,0.72,5.18,0
"青岛优惠机票",4,1,0.34,5,0
"北京的机票",1199,3,1.84,7.49,0
"飞机票预订",700,2,1.45,11.57,0
"特价机票查询网",111,4,4.29,7.17,0
"珠海航班查询",40,1,0.53,7.09,0
"重庆订机票",25,1,0.67,7.57,0
"什么时候买机票便宜",69,3,1.43,8.18,0
"十一去哪里旅游好",115,1,0.91,8.89,0
"厦门特价机票",38,2,1.28,6.86,0
"重庆机票",129,1,0.68,9.21,0
"三亚飞机票多少钱",39,1,0.53,5.08,0
"三亚特价机票",15,1,0.99,4,0
"机票票号查询",42,1,0.58,8,0
"乌鲁木齐的机票",10,1,0.62,7.67,0
"机票最便宜",20,1,0.89,2.23,0
"广州-机票预定",12,1,0.85,5.88,0
"订飞机票",4733,124,75.97,8.74,3
"机票查询时刻表及票价",69,1,0.6,11.39,0
"深圳特价机票网",29,5,3.93,3.96,0
"广州打折机票",28,1,0.83,4.56,0
"长春机票特价",19,2,1,5.17,0
"深圳机票",107,7,5.39,5.99,0
"飞机票订购",124,1,0.61,10.78,0
"哪里订机票最便宜",120,18,11.38,6.6,0
"网上订机票网站",14,1,0.44,7.17,0
"广州的飞机票",133,1,0.3,7.11,0
"济南打折机票",40,1,0.69,8.24,0
"北京机票票价查询",303,25,15.06,6.18,0
"提前多久买机票最便宜",25,3,1.49,1.71,0
"优惠机票",3259,78,46.27,7.92,5
"厦门便宜机票",19,1,0.51,7.5,0
"机票订购",458,8,7.82,8.75,0
"南京航班时刻表",44,1,0.6,5.1,0
"哈尔滨特价飞机票",244,1,0.71,9.63,0
"上海机票网",21,1,1.03,2.76,0
"大连机票预订",7,1,0.68,8,0
"飞机票网上订票",69,1,0.67,10.07,0
"南京-买机票",6,1,1.3,6.5,0
"特价上海机票查询",58,1,0.46,10.72,0
"订机票-深圳",1453,24,15.45,7.87,0
"大连飞机票预订",10,1,0.95,5.6,0
"最低折扣机票",61,7,5.09,6.48,1
"深圳-预订机票",180,4,3.34,7.04,0
"南宁飞机票价",41,1,0.3,9.14,0
"南昌飞机",235,1,0.54,6.51,0
"太原机票价格",17,1,0.63,6.5,0
"特价西安飞机票",18,1,0.86,9.78,0
"济南的飞机",304,4,2.09,5.95,0
"南京-机票",287,11,9.39,4.55,0
"订票网",630,6,2.78,5.99,0
"预订机票",75,6,7.07,8.01,0
"廉价机票",662,53,34.31,5.57,2
"飞机票票价查询",70,1,0.49,11.41,0
"飞机票特价网",12,1,0.5,7.7,0
"深圳订机票电话",30,4,4.95,1.87,0
"海口飞机票",7,1,0.74,5.25,0
"网上订机票哪个网站好",52,1,0.34,11.92,0
"订购机票",132,1,0.77,9.48,0
"五一节机票",13,3,3.11,1.58,0
"飞机票特价查询",116,2,0.7,10.3,0
"烟台航班查询",114,1,0.63,6.73,0
"长沙订机票",50,1,0.73,7.49,0
"重庆的飞机票",65,2,1.64,10.2,0
"网上订飞机票",246,1,0.45,11.27,0
"深圳特价机票网",40,5,3.93,6.34,0
"机票订购",2122,18,9.55,10.28,1
"深圳机票预订",225,3,1.77,7.84,0
"三亚低价机票",34,2,1.98,6.77,0
"三亚飞机",202,2,1.07,7.14,0
"三亚飞机",315,3,2.01,6.71,0
"成都折扣机票",10,1,0.32,12.17,0
"国内机票预订网",2,1,0.99,7,0
"打折机票",2800,161,185.85,6.81,6
"武汉机票价格",4,1,0.55,9.33,0
"广州订机票",120,3,2.52,7.48,0
"三亚-飞机票",704,13,8.03,7.56,0
"南宁航班时刻表",20,2,1.06,5.44,0
"打折春节机票",6,1,0.88,9.5,0
"南京飞机票",1800,29,21.08,7.62,4
"南京飞机票",104,1,0.42,9.15,0
"北京打折机票",14,1,0.67,9.22,0
"航空机票预订",96,3,2.53,8.16,0
"烟台特价飞机票",92,1,0.79,7.33,0
"艺龙网机票查询",368,1,0.47,9.14,0
"北京机票多少钱",63,2,1.29,8.38,0
"1折机票订购",11,1,0.74,4.5,0
"特价机票网是真的吗",8,1,0.49,2.67,0
"买飞机票网站",56,1,0.5,5.75,0
"大连机票预订",26,3,2.85,10.26,2
"兰州特价机票",35,2,1.5,6.52,0
"厦门机票预定",546,5,1.86,8.6,0
"今年十一怎么放假",108,1,0.3,1.01,0
"沈阳机票预订",6,1,0.57,6.75,0
"哈尔滨机票",86,1,0.76,8.84,0
"昆明飞机票预订",6,1,1.02,10,0
"南昌特价机票",405,3,2.12,8.43,0
"天津机票",19,1,0.41,11.69,0
"北京机票票价查询",77,1,0.89,6.72,0
"北京便宜飞机票",22,1,1.06,7.56,0
"飞机-订票",12,1,0.61,6.75,0
"拉萨机票",95,2,1.38,7.31,0
"广州-飞机票优惠",3,1,0.96,2,0
"昆明的飞机",88,1,0.53,6.34,0
"乌鲁木齐的机票",406,1,0.98,6.98,0
"小孩机票价格",23,1,0.45,8.27,0
"最便宜的机票",32,6,3.95,6.24,0
"青岛折扣机票",4,1,0.54,2,0
"去哪儿网订机票可靠吗",97,1,0.45,4.06,0
"元旦期间特价机票",3,1,0.97,1,0
"低价机票查询",118,5,3.27,8.72,0
"2013年春节机票预订",9,1,0.92,1.43,0
"国内机票",130,8,4.54,8.2,0
"特惠机票",5251,239,149.39,8.56,4
"海口航班时刻表",36,1,0.76,4.14,1
"三亚往返机票",124,6,3.45,7.33,0
"重庆机票",143,1,0.73,6.54,0
"广州特价飞机票",1650,23,10.12,7.8,0
"机票预订查询",151,1,0.44,11.09,0
"三亚机票",82,6,3.35,5.03,0
"广州机票查询",57,1,1.04,8.04,0
"济南航班时刻表",47,4,2.4,4.42,0
"武汉飞机",348,1,0.64,6.68,0
"折扣机票查询",110,6,4.43,8.27,2
"厦门特价飞机票",132,4,2.8,7.54,0
"南宁机票",147,8,4.53,6.56,0
"天津-飞机票",181,1,0.91,7.37,0
"上海机票预订",57,1,0.91,9.04,0
"深圳航班时刻表",25,1,0.53,6.08,0
"丽江机票",44,1,0.63,8.14,0
"广州折扣机票",9,1,0.97,2.57,0
"机票打折网",187,3,1.4,9.8,0
"提前多长时间买机票便宜",5,1,0.34,2,0
"网上预订机票",1083,108,80.07,7.2,30
"杭州往返机票",8,1,0.79,11.86,0
"南宁飞机票查询",36,1,0.63,6.34,0
"海口航班查询",38,2,1.43,5.07,0
"南昌机票",11,1,0.75,7.86,0
"机票查询",16,2,0.92,10.4,0
"湖北十一旅游",23,1,0.91,11.35,0
"买机票哪个网站好",118,9,5.28,6.42,1
"深圳衢州航班",8,1,0.88,3.5,0
"什么时候买机票便宜",227,14,6.5,4.72,0
"北京打折机票",16,1,0.35,7.85,0
"北京-特价机票",6,1,0.78,6,0
"西安飞机时刻表",130,1,0.69,5.09,0
"三亚往返机票",91,3,1.78,7.1,0
"广州机票特价",21,1,0.52,8.71,0
"西安特价机票",120,1,0.36,10.11,0
"上海机票",140,1,0.75,8.83,0
"飞机票预订电话",12,1,0.49,7.7,0
"南京机票",38,1,0.73,7.22,0
"什么网飞机票最便宜",6,1,0.46,3,0
"上海飞机票",1270,22,8.4,9.07,1
"厦门特价机票",13,2,1.08,8.38,0
"西安飞机票查询",74,1,0.62,9.9,0
"特价机票查询网",260,4,2.7,8.39,0
"南京往返机票",181,1,0.3,10.18,0
"青岛飞机票",6,1,0.49,8.17,0
"深圳-预订机票",46,3,2.51,5.27,0
"天津飞机票网上订票",16,1,0.68,6.25,0
"特价机票查询",4479,60,25.13,8.56,6
"哈尔滨的飞机票",124,1,0.78,8.66,0
"海口航班时刻表",25,1,0.53,4.38,0
"太原特价机票价格查询",17,1,0.79,6.25,0
"大连打折机票",9,1,0.92,5.67,0
"厦门机票",264,7,4.05,6.56,1
"北京网上预订机票",9,1,1,9,0
"深圳飞机时刻表",75,3,2.18,4.95,0
"飞机票打折查询",216,12,5.67,9.54,1
"张家界特价机票",4,1,0.75,4,0
"厦门机票查询",46,1,0.53,7.35,0
"飞机票网上订票官网",4983,13,9.26,11.08,2
"杭州特价机票",40,2,1.88,3.97,0
"南京折扣机票",6,1,0.97,7,0
"飞机票查询网",2570,44,36.92,7.91,9
"深圳打折机票网",3,1,0.85,5.5,0
"最便宜的飞机票",264,13,7.86,5.99,1
"海口的机票",21,1,0.78,7.36,0
"哈尔滨的飞机票",104,1,0.68,8.84,0
"上海机票团购",7,1,0.87,1,0
"哪里买飞机票最便宜",10,1,0.39,5.57,0
"厦门飞机票",17,1,1.02,6.71,1
"机票预订网",984,11,7.16,10.13,1
"便宜机票订购",23,1,0.68,9.41,0
"西双版纳飞机时刻表",4,1,0.67,3.5,0
"特价机票秒杀",11,2,1.39,2,0
"深圳-机票",5,2,2.15,3,0
"杭州的飞机票",687,2,1.23,9.46,0
"哪个网订机票便宜",23,1,0.47,7.6,0
"飞机票订票官网",399,5,2.25,8.65,0
"南昌机票价格",6,1,0.53,8.17,0
"订飞机票",264,5,3.37,9.09,1
"打折机票网",948,33,21.42,8.3,1
"哈尔滨特价飞机票",273,3,2.7,9.39,0
"广州特价机票网",21,1,0.62,5.94,0
"珠海-飞机票",29,1,0.6,6.05,0
"广州长沙航班",20,1,1.07,4.63,0
"五一-特价机票",27,8,8.13,2.69,1
"十一放假安排2013",505,4,3.41,1,0
"上海的航班",68,2,1.34,5.65,0
"深圳打折机票预订",5,1,1.3,5,0
"机票价格",1683,13,12.97,9.39,0
"广州低价机票",28,1,0.65,8.73,0
"预订深圳机票",61,2,1.71,6.87,0
"那个网站飞机票便宜",5,2,0.79,3.4,0
"订机票",2114,67,78.37,7.44,3
"机票预订网",1192,22,20.36,8.44,1
"飞机票打折",438,3,2.33,9.46,0
"机票特价",30,6,5.14,5.65,0
"飞机票",13372,103,51.59,9.45,7
"机票",40499,264,139.63,9.09,9
"怎么订机票",1234,23,18.35,6.05,0
"西安的飞机票",175,1,0.3,7.81,0
"成都航班查询",386,1,0.55,7.57,0
"郑州特价飞机票",65,2,1.34,8.83,0
"长春特价飞机票",198,3,3.11,8.78,0
"深圳机票价格",11,1,0.78,6.88,0
"飞机票网上预订",55,1,0.48,11.15,0
"深圳定机票",22,3,2.23,6.32,0
"机票查询",19303,533,547.22,7.31,14
"广州打折机票",54,1,0.67,9.1,0
"上海廉价机票",14,2,1.65,7.71,0
"武汉出发特价机票",6,1,0.97,1,0
"广州-打折飞机票",7,1,0.83,7.2,0
"济南折扣机票",19,2,1.94,8.92,0
"深圳优惠机票",6,1,0.72,5.2,0
"订机票",834,21,15.01,7.17,9
"深圳机票网站",6,2,2.58,1.5,0
"烟台航班订票",6,1,0.96,3,0
"什么时候买机票便宜",140,10,4.7,5.24,0
"最低机票网",18,2,1,6.83,0
"重庆机票",323,4,2.78,7.48,0
"定机票网站",25,1,0.46,9.33,0
"广州机票多少钱",50,3,3.15,6.6,0
"深圳机票预订",41,3,2.28,6.87,0
"杭州特价机票",120,1,1.08,9.41,0
"北京机票",43,1,0.89,8.66,0
"飞机票网上订票",494,14,14.23,7.01,1
"哈尔滨特价机票",27,2,1.5,4.31,0
"武汉特价飞机票",161,2,1.39,8.3,0
"预订特价机票",221,7,4.52,9.86,0
"西安飞机票查询",64,1,0.3,9.51,0
"重庆飞机",100,1,0.68,8.45,0
"成都航班时刻表",36,1,0.93,5.62,0
"5.1机票",35,5,5.94,2.64,0
"订飞机票",7270,144,94.28,8.29,1
"预定优惠机票",31,1,0.67,7.11,0
"机票预订",7008,167,173.28,9.37,12
"北京飞机票价",14,1,0.59,7.33,0
"春节机票最低价",3,1,0.75,7,0
"机票预订",6166,149,59.52,10.8,10
"南京-机票",229,13,11.13,4.43,1
"上海订机票",1118,26,21.6,8.49,0
"北京飞机票",239,1,0.63,9.71,0
"去哪儿网特价机票",2985,5,2.35,9.6,0
"长沙机票",36,2,2.31,2.26,0
"哪个航空的机票便宜",39,2,1,6.14,0
"厦门机票",89,1,0.72,6.89,0
"张家界特价机票",6,1,0.71,2,0
"定机票全攻略",14,1,0.57,3.8,0
"成都机票网站",6,1,0.64,11.33,0
"三亚廉价机票",7,1,0.43,5,0
"买便宜机票",5,1,0.71,5,0
"贵阳特价机票预订",3,1,0.59,6,0
"南昌机票",36,2,1.18,6.94,0
"机票特价",25,1,0.86,5,0
"丽江特价机票",6,2,2.97,1,0
"特价北京机票",318,1,0.74,8.25,0
"深圳的飞机",149,1,0.62,6.83,0
"大连机票价格",7,1,0.67,6.8,0
"北京到桂林特价机票",23,2,4.2,6.25,0
"哪个网订机票最便宜",16,4,1.54,2.92,1
"天津机票",28,2,1.5,10.5,0
"长沙的飞机",256,1,0.77,7.96,0
"广州订机票",13,1,0.85,5,0
"什么网站机票便宜",9,1,0.44,8.5,0
"南昌飞机票",13,1,0.74,6.64,0
"长沙打折机票",71,1,1.1,10.75,0
"便宜机票",115,8,8.68,5.96,0
"五一低价机票",10,2,2.22,3.63,0
"广州机票预订",171,2,1.56,8.9,0
"昆明往返机票",42,1,0.66,8.54,0
"长春航班时刻表",51,1,0.58,4.4,0
"杭州飞机",360,3,1.37,6.08,0
"丽江特价机票",4,2,2.45,1,0
"厦门的飞机票",75,1,0.74,6.8,0
"机票五一",4,1,0.64,5,0
"长沙订机票",28,1,0.83,5.86,1
"重庆航班查询",31,1,0.53,6.68,0
"北京便宜机票",175,9,6.49,8.06,0
"网易机票",9,1,0.74,6.5,0
"青岛机票查询",3,1,0.65,13,0
"上海-买机票",149,6,4.91,7.33,1
"北京订机票",7,1,0.89,9.67,0
"机票便宜",82,1,0.4,5.16,0
"十一去哪里旅游好",233,1,0.77,9.38,0
"广州的飞机票",791,4,1.55,8.87,0
"珠海航班查询",26,1,0.53,4.96,0
"深圳机票",222,11,10.47,6.27,1
"深圳订机票",18,4,5.51,2.14,0
"厦门机票特价",30,1,0.71,6.32,0
"深圳机票-低价",3,1,0.75,8.5,0
"昆明低价机票",42,1,0.73,7.32,0
"郑州机票头等舱",5,1,0.53,7,0
"航空机票预订",138,4,2.39,9.45,0
"长春特价机票查询",9,1,0.58,8.4,0
"重庆航班",86,2,0.96,4.45,0
"广州预定机票",6,1,0.77,7.5,0
"特价海口机票",18,1,0.79,7.53,0
"元旦-特价机票",3,1,0.99,1,0
"深圳的机票",512,28,42.64,4.31,1
"预订机票",2633,48,25.04,10.98,18
"厦门低价机票",36,1,0.64,8.71,0
"广州特价飞机票",568,20,16.52,7.68,1
"机票预定",461,28,39.91,6.43,1
"2013年特价机票",45,9,11,2.86,0
"成都便宜机票",14,3,3.15,6.22,0
"成都-飞机票",108,2,1.3,8.35,0
"上海-预订机票",240,7,5.88,8.61,0
"三亚打折机票",334,3,1.37,7.31,0
"打折机票",637,28,25.98,7.23,0
"上海特价飞机票",9,1,0.97,6.2,0
"三亚飞机票价",22,1,0.53,5.94,0
"厦门航班时刻表",27,2,1.03,4.85,0
"机票预订",2498,54,48.36,9.48,5
"武汉航班时刻表",46,1,0.69,4.22,0
"三亚航班查询",7,1,0.65,5,0
"北京机票网",34,2,1.22,4.61,0
"广州打折机票预订",8,1,1.09,6.5,0
"飞机票什么时候便宜",9,2,1,2.29,0
"机票端午节",9,1,0.73,3.88,0
"北京最便宜机票网站",5,1,0.3,5,0
"天津特价机票",43,1,0.63,8.38,0
"哪个网订机票最便宜",12,2,0.92,4.1,0
"飞机票订票",119,1,0.67,7.93,0
"武汉特价机票",9,1,0.63,10.4,0
"林芝机票",10,1,0.73,5.33,0
"深圳的航班",762,2,0.89,8.56,0
"烟台航班订票",4,1,0.71,5.5,0
"广州机票特价",236,3,2.23,7.98,0
"上海航班时刻表",52,3,1.82,7.82,0
"哪里订机票最便宜",96,4,2.8,7.62,0
"海口-飞机票",57,1,0.75,5.88,0
"途牛特价机票",4,1,0.46,1,0
"哈尔滨机票-价格",8,1,0.62,7.67,0
"民航机票",55,4,2.95,7,0
"飞机票预定",7652,125,112.17,8.44,11
"去哪网机票预订",385,4,1.8,11.97,0
"杭州飞机",233,1,0.42,6.82,0
"订成都机票",130,1,0.7,9.83,0
"广州往返机票",18,1,0.64,10.83,0
"杭州特价飞机票",142,3,2.18,6.74,0
"广州廉价机票",6,3,2.66,2,5
"机票",16987,335,338.77,7.02,18
"上海特价机票",349,1,0.57,9.68,0
"机票查询",8341,25,20.08,11.16,2
"三亚-机票-团购",3,1,0.96,2,0
"打折机票查询",866,69,74.29,6.9,3
"机票预定",295,4,2.57,7.57,1
"三亚航班",194,1,0.64,5.95,0
"烟台打折机票",8,1,0.71,6.17,0
"广州特价机票",63,2,1.92,9.03,0
"长沙便宜机票",18,1,0.55,8.93,0
"广州特价机票",182,2,1.48,7.38,0
"飞机票网上订票",97,1,0.69,8.39,0
"深圳飞机票",349,5,4.59,5.71,0
"上海特价飞机票",1192,7,5.36,9,0
"上海-打折机票",26,1,0.85,6.79,0
"飞机订票查询",58,1,0.45,10.63,0
"特价机票价格查询",321,30,18.87,5.87,0
"国内低价机票",21,2,1.72,6.88,0
"打折飞机",51,4,1.83,8.6,0
"最便宜飞机票",348,7,3.04,8.86,0
"订飞机票",2966,152,151.61,5.67,9
"烟台特价机票查询",49,1,1.09,7.78,0
"上海-买机票",97,4,3.22,6.35,0
"上海飞机",288,1,0.87,5.31,0
"大连航班",75,2,1.21,6.98,0
"南阳机票",8,1,0.6,8,0
"机票提前多久买便宜",19,3,1.45,2.23,0
"深圳机票价格查询",127,3,2.79,9.85,0
"北京的飞机",26,1,0.95,6.29,0
"广州便宜机票",4,1,0.77,3,0
"济南机票",139,2,1.06,5.9,0
"贤贤网特价机票",126,13,10.93,6.48,1
"天津飞机票查询",514,12,10.59,6.71,0
"长沙机票预订",19,3,3.39,7.11,0
"机票",8811,16,5.58,9.72,1
"长沙航班",112,1,0.63,6.89,0
"海口飞机票",6,2,1.16,3.5,1
"重庆便宜飞机票",36,1,0.72,7.55,0
"机票端午节",23,2,1.6,4.1,0
"上海机票多少钱",35,1,0.3,6.39,0
"机票查询",19635,98,43.3,10.97,1
"去哪儿网机票查询",2620,4,1.99,4.42,0
"机票特价",12,2,1.92,4.36,0
"海拉尔特价机票",5,1,0.74,10.25,0
"哪个网机票最便宜",40,1,0.5,6,0
"厦门特价机票查询",97,1,1.08,8.39,0
"深圳飞机票查询价格",13,1,0.69,6.82,0
"深圳的航班",671,4,1.42,8.18,0
"深圳-预订机票",77,1,0.84,7.11,0
"南昌的飞机票",153,1,0.3,8.03,0
"三亚机票",89,6,3.94,5.58,0
"北京特价机票",167,1,0.63,9.11,0
"深圳特价机票网",16,3,2.91,4.8,0
"北京机票团购网",14,2,1.8,8.09,0
"去那儿-打折机票网",463,1,0.45,8.71,0
"深圳北海航班",12,1,0.93,6.11,0
"深圳特价飞机票",119,4,2.68,7.66,0
"长春航班时刻表",59,2,1.13,4.92,0
"特价重庆机票查询网",10,1,0.58,6,0
"春节买机票",3,1,1,4,0
"低价机票查询",209,8,5.13,8,0
"天津机票",20,1,0.47,6.67,0
"北京飞机",2345,9,6.1,7.31,0
"上海低价机票",55,2,1.58,9.13,0
"上海机票查询",100,1,1.03,6.06,0
"上海往返机票",33,1,0.76,7.71,0
"儿童机票价格",99,3,1.43,5.72,0
"三亚便宜机票",107,2,1.32,6.91,0
"昆明飞机时刻表",23,1,0.75,4,0
"长沙飞机时刻表",17,2,1.16,4,0
"济南航班时刻表",55,1,0.63,3.43,0
"南京优惠机票",681,5,3.98,8.88,0
"西双版纳机票-价格",9,1,0.63,4.86,0
"去哪儿网机票查询",1805,2,1.24,6.56,0
"上海特价机票",1121,18,13.47,9.22,0
"深圳机票团购",6,2,2.56,1.5,0
"深圳的机票",12,1,1.06,9.5,0
"武汉便宜飞机票",18,2,1.06,6.35,0
"北京特价机票",115,1,0.65,10.84,0
"三亚机票价格",37,1,0.43,8.59,0
"厦门特价机票",51,3,1.88,6.67,0
"广州机票预订",32,1,0.71,7.68,0
"哈尔滨机票头等舱",9,1,0.53,5.5,0
"兰州飞机票",174,2,1.09,7.26,0
"沈阳打折机票",19,1,0.64,6.47,0
"武汉特价机票",9,1,0.6,4.75,0
"成都-机票",7,2,2.2,2,0
"飞机票价查询",1518,10,9.2,12.27,0
"广州飞机",220,1,0.82,3.8,0
"网上如何订飞机票",51,2,1.05,8.77,0
"大连特价机票查询网",15,1,0.61,7.07,0
"南京特价机票",33,1,0.8,7.81,0
"特价济南飞机票",8,1,0.72,6,0
"上海特价飞机票",5,1,1.11,5,0
"海口航班时刻表",36,1,0.3,4.15,0
"天津特价飞机票",135,2,1.46,8.23,0
"厦门-飞机票预订",663,1,0.4,6.52,0
"大连飞机",370,1,0.75,6,0
"上海打折机票网",10,1,0.74,4.67,0
"去哪网机票价格查询",3,1,0.45,14.5,0
"最便宜的机票",63,7,4.66,5.12,0
"深圳机票预订",27,3,3.7,5.44,0
"什么网站订机票便宜",16,2,0.92,7.25,0
"网上机票",600,8,3.95,8.19,0
"订机票哪个网站便宜",10,1,0.5,7.67,0
"三亚机票",472,4,2.8,8.32,0
"三亚机票预定",35,1,1.1,6.58,0
"廉价机票网",93,6,2.77,6.93,0
"特价南昌飞机票",15,3,2.82,8.87,0
"查询飞机票",31,1,0.46,13.4,0
"武汉机票",22,1,0.63,7,0
"广州机票头等舱",5,3,1.69,5.4,0
"定机票网",35,1,0.45,8.96,0
"机票查询网-同程特价",13,1,0.44,9.18,0
"机票特价",29,5,4.16,3.16,0
"西双版纳飞机",90,1,0.53,6.2,0
"杭州特价机票",95,1,0.49,7.6,0
"深圳订机票电话",19,1,1.27,2.6,0
"飞机票预定",1437,13,13.01,8.17,1
"北京折扣机票",34,2,1.39,7.69,0
"特价机票网查询",20,1,0.4,9.5,0
"飞机票什么时候打折",17,1,0.5,6.17,0
"三亚机票",394,1,0.65,8.62,0
"深圳飞机时刻表",70,1,0.76,6.29,0
"机票预订",4675,45,19.31,10.32,3
"广州预定机票",13,1,0.76,7.2,0
"过年特价机票",8,1,0.72,3.33,0
"沈阳飞机票查询",7,1,0.62,4,0
"成都飞机票",57,1,0.75,9.81,0
"机票票价查询",272,4,1.83,8.92,0
"南京飞机票",1695,9,6.84,8.18,1
"杭州打折飞机票",108,1,0.6,10.51,0
"深圳飞机",180,1,0.3,5.05,0
"机票票查询",150,2,0.9,11.57,0
"重庆折扣机票",3,1,0.86,5,0
"广州机票团购",8,2,4.19,1.17,0
"广州特价飞机票",278,1,0.3,8.55,0
"深圳特价机票",80,5,5.9,5.5,0
"机票预订网",836,16,15.86,9.17,1
"济南飞机票多少钱",34,1,0.65,4.03,0
"深圳-折扣机票",5,1,1.01,5,0
"西安的飞机",201,1,0.37,6.51,0
"什么网站机票最便宜",26,6,2.79,3.65,0
"上海订机票",466,9,7.58,9.12,0
"怎么订机票",322,2,1.54,9.42,0
"重庆特价飞机票",220,5,3.26,9.33,0
"南京特价机票预订",3,1,0.94,3,0
"深圳机票查询",73,6,7.56,5.27,0
"北京机票打折",30,1,0.76,7.53,0
"西双版纳特价机票",8,1,0.79,4,0
"预定深圳特价机票",13,1,0.82,8.25,0
"南京飞机票",617,7,4.91,7.45,0
"订机票-深圳",766,25,16.24,6.82,0
"济南折扣机票",21,1,0.78,6.71,0
"乌鲁木齐的飞机票",73,1,0.67,10.93,0
"特价机票",12960,248,132.85,9.71,3
"淘宝机票查询",47,1,0.45,7.16,0
"丽江-机票",25,1,0.51,6.57,1
"北京机票多少钱",78,1,0.43,8.97,0
"哪个航空的机票便宜",52,5,2.03,5.08,0
"厦门低价机票",96,2,1.2,6.78,0
"什么网站买机票便宜",7,1,0.5,9.6,0
"什么时候机票最便宜",57,6,2.8,4.5,0
"机票-价格",745,3,1.14,10.91,0
"春节机票预订",33,2,1.94,6.26,0
"昆明特价机票",156,2,1.29,9.47,0
"机票特价",9,1,0.8,2.29,0
"上海特价飞机票",176,1,0.79,10.13,5
"杭州特价机票查询",106,3,3.06,7.31,0
"沈阳机票查询",310,1,0.73,8.47,0
"春节机票价格",2,1,0.97,5,0
"最低机票网",7,1,0.5,2.5,0
"上海特价机票查询",3,1,0.85,7,0
